9.835282564163208008e-01,1.647175103425979614e-02,0.000000000000000000e+00
7.889117002487182617e-01,2.110882699489593506e-01,0.000000000000000000e+00
3.283361196517944336e-01,6.716638803482055664e-01,1.000000000000000000e+00
8.637516498565673828e-01,1.362483352422714233e-01,0.000000000000000000e+00
6.106696128845214844e-01,3.893304169178009033e-01,0.000000000000000000e+00
9.789382815361022949e-01,2.106170915067195892e-02,0.000000000000000000e+00
8.737030029296875000e-01,1.262969970703125000e-01,0.000000000000000000e+00
6.188944578170776367e-01,3.811055421829223633e-01,0.000000000000000000e+00
5.757620334625244141e-01,4.242379963397979736e-01,0.000000000000000000e+00
9.119359254837036133e-01,8.806407451629638672e-02,0.000000000000000000e+00
1.789658069610595703e-01,8.210341930389404297e-01,1.000000000000000000e+00
9.275811910629272461e-02,9.072418808937072754e-01,1.000000000000000000e+00
5.652772784233093262e-01,4.347227215766906738e-01,0.000000000000000000e+00
9.119623303413391113e-01,8.803766965866088867e-02,0.000000000000000000e+00
6.208975911140441895e-01,3.791024088859558105e-01,0.000000000000000000e+00
9.755833745002746582e-01,2.441659942269325256e-02,0.000000000000000000e+00
8.551650643348693848e-01,1.448349356651306152e-01,0.000000000000000000e+00
5.529687404632568359e-01,4.470312595367431641e-01,0.000000000000000000e+00
8.256531357765197754e-01,1.743468791246414185e-01,0.000000000000000000e+00
9.491768479347229004e-01,5.082312598824501038e-02,0.000000000000000000e+00
9.865912795066833496e-01,1.340869162231683731e-02,0.000000000000000000e+00
7.595316171646118164e-01,2.404683679342269897e-01,0.000000000000000000e+00
9.360033273696899414e-01,6.399667263031005859e-02,0.000000000000000000e+00
9.662075638771057129e-01,3.379243239760398865e-02,0.000000000000000000e+00
9.328037500381469727e-01,6.719627231359481812e-02,0.000000000000000000e+00
6.888114213943481445e-01,3.111885488033294678e-01,0.000000000000000000e+00
9.120296239852905273e-01,8.797035366296768188e-02,0.000000000000000000e+00
9.570896625518798828e-01,4.291035979986190796e-02,0.000000000000000000e+00
8.333318829536437988e-01,1.666681170463562012e-01,0.000000000000000000e+00
9.156371951103210449e-01,8.436280488967895508e-02,0.000000000000000000e+00
9.893115162849426270e-01,1.068846229463815689e-02,0.000000000000000000e+00
9.853902459144592285e-01,1.460977271199226379e-02,0.000000000000000000e+00
